step,tag,value
8279,LR/Stereo_Head,6.136549200164154e-05
8329,LR/Stereo_Head,6.121143815107644e-05
8379,LR/Stereo_Head,6.105672218836844e-05
8429,LR/Stereo_Head,6.090133683755994e-05
8479,LR/Stereo_Head,6.074529665056616e-05
8529,LR/Stereo_Head,6.0588605265365914e-05
8579,LR/Stereo_Head,6.04312626819592e-05
8629,LR/Stereo_Head,6.0273276176303625e-05
8679,LR/Stereo_Head,6.011465302435681e-05
8729,LR/Stereo_Head,5.995539322611876e-05
8779,LR/Stereo_Head,5.979550041956827e-05
8829,LR/Stereo_Head,5.963498551864177e-05
8879,LR/Stereo_Head,5.947384852333926e-05
8929,LR/Stereo_Head,5.9312096709618345e-05
8979,LR/Stereo_Head,5.9149730077479035e-05
9029,LR/Stereo_Head,5.898675590287894e-05
9079,LR/Stereo_Head,5.8823181461775675e-05
9129,LR/Stereo_Head,5.865900675416924e-05
9179,LR/Stereo_Head,5.849424269399606e-05
9229,LR/Stereo_Head,5.832888564327732e-05
9279,LR/Stereo_Head,5.816295015392825e-05
9329,LR/Stereo_Head,5.799643258797005e-05
9379,LR/Stereo_Head,5.7829340221360326e-05
9429,LR/Stereo_Head,5.76616803300567e-05
9479,LR/Stereo_Head,5.749345655203797e-05
9529,LR/Stereo_Head,5.732466888730414e-05
9579,LR/Stereo_Head,5.7155331887770444e-05
9629,LR/Stereo_Head,5.698544191545807e-05
9679,LR/Stereo_Head,5.681500624632463e-05
9729,LR/Stereo_Head,5.664403215632774e-05
9772,LR/Stereo_Head,5.649656668538228e-05
9822,LR/Stereo_Head,5.632459942717105e-05
9872,LR/Stereo_Head,5.6152108300011605e-05
9922,LR/Stereo_Head,5.597909330390394e-05
9972,LR/Stereo_Head,5.580556535278447e-05
10022,LR/Stereo_Head,5.56315244466532e-05
10072,LR/Stereo_Head,5.545697786146775e-05
10122,LR/Stereo_Head,5.528192923520692e-05
10172,LR/Stereo_Head,5.5106382205849513e-05
10222,LR/Stereo_Head,5.493034768733196e-05
10272,LR/Stereo_Head,5.4753825679654256e-05
10322,LR/Stereo_Head,5.4576823458774015e-05
10372,LR/Stereo_Head,5.4399344662670046e-05
10422,LR/Stereo_Head,5.422139656729996e-05
10472,LR/Stereo_Head,5.404297917266376e-05
10522,LR/Stereo_Head,5.386410339269787e-05
10572,LR/Stereo_Head,5.368477286538109e-05
10622,LR/Stereo_Head,5.3504991228692234e-05
10672,LR/Stereo_Head,5.332476575858891e-05
10722,LR/Stereo_Head,5.314410009304993e-05
10772,LR/Stereo_Head,5.2962997870054096e-05
10822,LR/Stereo_Head,5.2781466365559027e-05
10872,LR/Stereo_Head,5.2599512855522335e-05
10922,LR/Stereo_Head,5.241713733994402e-05
10972,LR/Stereo_Head,5.22343470947817e-05
11022,LR/Stereo_Head,5.2051153033971786e-05
11072,LR/Stereo_Head,5.186755151953548e-05
11122,LR/Stereo_Head,5.1683553465409204e-05
11172,LR/Stereo_Head,5.149916250957176e-05
11222,LR/Stereo_Head,5.131438229000196e-05
11272,LR/Stereo_Head,5.112922008265741e-05
11322,LR/Stereo_Head,5.0943683163495734e-05
11372,LR/Stereo_Head,5.0757771532516927e-05
11422,LR/Stereo_Head,5.057149610365741e-05
11472,LR/Stereo_Head,5.038486051489599e-05
11522,LR/Stereo_Head,5.0197868404211476e-05
11572,LR/Stereo_Head,5.0010523409582675e-05
11622,LR/Stereo_Head,4.9822836444946006e-05
11672,LR/Stereo_Head,4.963481114828028e-05
11722,LR/Stereo_Head,4.944644751958549e-05
11772,LR/Stereo_Head,4.925776011077687e-05
11822,LR/Stereo_Head,4.9068745283875614e-05
11872,LR/Stereo_Head,4.887941759079695e-05
11922,LR/Stereo_Head,4.8689773393562064e-05
11972,LR/Stereo_Head,4.8499823606107384e-05
12022,LR/Stereo_Head,4.8309571866411716e-05
12072,LR/Stereo_Head,4.811902545043267e-05
12122,LR/Stereo_Head,4.792818799614906e-05
12172,LR/Stereo_Head,4.773706314153969e-05
12215,LR/Stereo_Head,4.757247370434925e-05
12265,LR/Stereo_Head,4.738083589472808e-05
12315,LR/Stereo_Head,4.7188928874675184e-05
12365,LR/Stereo_Head,4.699675628216937e-05
12415,LR/Stereo_Head,4.6804325393168256e-05
12465,LR/Stereo_Head,4.661164348362945e-05
12515,LR/Stereo_Head,4.641871419153176e-05
12565,LR/Stereo_Head,4.622554479283281e-05
12615,LR/Stereo_Head,4.603213528753258e-05
12665,LR/Stereo_Head,4.583849658956751e-05
12715,LR/Stereo_Head,4.56446323369164e-05
12765,LR/Stereo_Head,4.5450549805536866e-05
12815,LR/Stereo_Head,4.525625263340771e-05
12865,LR/Stereo_Head,4.5061748096486554e-05
12915,LR/Stereo_Head,4.48670398327522e-05
12965,LR/Stereo_Head,4.467213511816226e-05
13015,LR/Stereo_Head,4.447704122867435e-05
13065,LR/Stereo_Head,4.4281758164288476e-05
13115,LR/Stereo_Head,4.4086293200962245e-05
13165,LR/Stereo_Head,4.389065725263208e-05
13215,LR/Stereo_Head,4.3694850319297984e-05
13265,LR/Stereo_Head,4.349887967691757e-05
13315,LR/Stereo_Head,4.3302752601448447e-05
13365,LR/Stereo_Head,4.310647273086943e-05
13415,LR/Stereo_Head,4.291004370315932e-05
13465,LR/Stereo_Head,4.271347643225454e-05
13515,LR/Stereo_Head,4.2516774556133896e-05
13565,LR/Stereo_Head,4.23199417127762e-05
13615,LR/Stereo_Head,4.212298517813906e-05
13665,LR/Stereo_Head,4.192590859020129e-05
13715,LR/Stereo_Head,4.1728722862899303e-05
13765,LR/Stereo_Head,4.1531427996233106e-05
13815,LR/Stereo_Head,4.133403126616031e-05
13865,LR/Stereo_Head,4.113653631065972e-05
13915,LR/Stereo_Head,4.0938954043667763e-05
13965,LR/Stereo_Head,4.074128810316324e-05
14015,LR/Stereo_Head,4.054354576510377e-05
14065,LR/Stereo_Head,4.034572702948935e-05
14115,LR/Stereo_Head,4.01478391722776e-05
14165,LR/Stereo_Head,3.994989310740493e-05
14215,LR/Stereo_Head,3.975188883487135e-05
14265,LR/Stereo_Head,3.955383726861328e-05
14315,LR/Stereo_Head,3.9355738408630714e-05
14365,LR/Stereo_Head,3.915759953088127e-05
14415,LR/Stereo_Head,3.895943154930137e-05
14465,LR/Stereo_Head,3.8761234463891014e-05
14515,LR/Stereo_Head,3.856301191262901e-05
14565,LR/Stereo_Head,3.836477844743058e-05
14615,LR/Stereo_Head,3.8166530430316925e-05
14658,LR/Stereo_Head,7.499999628635123e-05
14708,LR/Stereo_Head,7.499779167119414e-05
14758,LR/Stereo_Head,7.499133062083274e-05
14808,LR/Stereo_Head,7.498062768718228e-05
14858,LR/Stereo_Head,7.496567559428513e-05
14908,LR/Stereo_Head,7.49464743421413e-05
14958,LR/Stereo_Head,7.49230312067084e-05
15008,LR/Stereo_Head,7.489535346394405e-05
15058,LR/Stereo_Head,7.486343383789062e-05
15108,LR/Stereo_Head,7.482727960450575e-05
15158,LR/Stereo_Head,7.478689803974703e-05
15208,LR/Stereo_Head,7.474229641957209e-05
15258,LR/Stereo_Head,7.469347474398091e-05
15308,LR/Stereo_Head,7.464043301297352e-05
15358,LR/Stereo_Head,7.458318577846512e-05
15408,LR/Stereo_Head,7.452174031641334e-05
15458,LR/Stereo_Head,7.445609662681818e-05
15508,LR/Stereo_Head,7.438626926159486e-05
15558,LR/Stereo_Head,7.4312265496701e-05
15608,LR/Stereo_Head,7.42340853321366e-05
15658,LR/Stereo_Head,7.41517505957745e-05
15708,LR/Stereo_Head,7.40652612876147e-05
15758,LR/Stereo_Head,7.397463195957243e-05
15808,LR/Stereo_Head,7.387986988760531e-05
15858,LR/Stereo_Head,7.378098234767094e-05
15908,LR/Stereo_Head,7.367799116764218e-05
15958,LR/Stereo_Head,7.357090362347662e-05
16008,LR/Stereo_Head,7.345973426708952e-05
16058,LR/Stereo_Head,7.334448309848085e-05
16108,LR/Stereo_Head,7.322517922148108e-05
16158,LR/Stereo_Head,7.310182991204783e-05
16208,LR/Stereo_Head,7.297444972209632e-05
16258,LR/Stereo_Head,7.284305320354179e-05
16308,LR/Stereo_Head,7.270765490829945e-05
16358,LR/Stereo_Head,7.256826938828453e-05
16408,LR/Stereo_Head,7.242491847136989e-05
16458,LR/Stereo_Head,7.227760943351313e-05
16508,LR/Stereo_Head,7.21263641025871e-05
16558,LR/Stereo_Head,7.197120430646464e-05
16608,LR/Stereo_Head,7.181213732110336e-05
16658,LR/Stereo_Head,7.164919225033373e-05
16708,LR/Stereo_Head,7.148238364607096e-05
16758,LR/Stereo_Head,7.131172606023028e-05
16808,LR/Stereo_Head,7.113724132068455e-05
16858,LR/Stereo_Head,7.095895853126422e-05
16908,LR/Stereo_Head,7.077688496792689e-05
16958,LR/Stereo_Head,7.059104973450303e-05
17008,LR/Stereo_Head,7.040146738290787e-05
17058,LR/Stereo_Head,7.020817429292947e-05
17101,LR/Stereo_Head,7.003897189861163e-05
17151,LR/Stereo_Head,6.983881030464545e-05
17201,LR/Stereo_Head,6.963499617995694e-05
17251,LR/Stereo_Head,6.942754407646134e-05
17301,LR/Stereo_Head,6.921648309798911e-05
17351,LR/Stereo_Head,6.90018423483707e-05
17401,LR/Stereo_Head,6.878363637952134e-05
17451,LR/Stereo_Head,6.856189429527149e-05
17501,LR/Stereo_Head,6.83366451994516e-05
17551,LR/Stereo_Head,6.810791819589213e-05
17601,LR/Stereo_Head,6.78757278365083e-05
17651,LR/Stereo_Head,6.764010322513059e-05
17701,LR/Stereo_Head,6.740108074154705e-05
17751,LR/Stereo_Head,6.715867493767291e-05
17801,LR/Stereo_Head,6.691292946925387e-05
17851,LR/Stereo_Head,6.666385888820514e-05
17901,LR/Stereo_Head,6.641149229835719e-05
0,LR/Yolo_Head,0.00014999999257270247
50,LR/Yolo_Head,0.0001499988866271451
100,LR/Yolo_Head,0.00014999564155004919
150,LR/Yolo_Head,0.00014999024278949946
200,LR/Yolo_Head,0.0001499827194493264
250,LR/Yolo_Head,0.00014997305697761476
300,LR/Yolo_Head,0.00014996124082244933
350,LR/Yolo_Head,0.00014994730008766055
400,LR/Yolo_Head,0.0001499312202213332
450,LR/Yolo_Head,0.0001499130012234673
500,LR/Yolo_Head,0.00014989265764597803
550,LR/Yolo_Head,0.00014987016038503498
600,LR/Yolo_Head,0.00014984553854446858
650,LR/Yolo_Head,0.00014981877757236362
700,LR/Yolo_Head,0.0001497898920206353
750,LR/Yolo_Head,0.00014975886733736843
800,LR/Yolo_Head,0.00014972570352256298
850,LR/Yolo_Head,0.0001496904151281342
900,LR/Yolo_Head,0.00014965300215408206
950,LR/Yolo_Head,0.00014961345004849136
1000,LR/Yolo_Head,0.00014957177336327732
1050,LR/Yolo_Head,0.00014952797209843993
1100,LR/Yolo_Head,0.0001494820462539792
1150,LR/Yolo_Head,0.00014943399582989514
1200,LR/Yolo_Head,0.00014938382082618773
1250,LR/Yolo_Head,0.0001493315357947722
1300,LR/Yolo_Head,0.00014927711163181812
1350,LR/Yolo_Head,0.00014922059199307114
1400,LR/Yolo_Head,0.0001491619332227856
1450,LR/Yolo_Head,0.00014910117897670716
1500,LR/Yolo_Head,0.0001490383001510054
1550,LR/Yolo_Head,0.0001489733112975955
1600,LR/Yolo_Head,0.0001489062124164775
1650,LR/Yolo_Head,0.0001488370035076514
1700,LR/Yolo_Head,0.0001487656991230324
1750,LR/Yolo_Head,0.00014869228471070528
1800,LR/Yolo_Head,0.00014861676027067006
1850,LR/Yolo_Head,0.00014853915490675718
1900,LR/Yolo_Head,0.00014845943951513618
1950,LR/Yolo_Head,0.0001483776286477223
2000,LR/Yolo_Head,0.00014829373685643077
2050,LR/Yolo_Head,0.00014820774958934635
2100,LR/Yolo_Head,0.00014811966684646904
2150,LR/Yolo_Head,0.0001480295177316293
2200,LR/Yolo_Head,0.0001479372731409967
2250,LR/Yolo_Head,0.00014784294762648642
2300,LR/Yolo_Head,0.00014774655574001372
2350,LR/Yolo_Head,0.00014764806837774813
2400,LR/Yolo_Head,0.00014754752919543535
2443,LR/Yolo_Head,0.00014745940279681236
2493,LR/Yolo_Head,0.00014735502190887928
2543,LR/Yolo_Head,0.00014724856009706855
2593,LR/Yolo_Head,0.00014714004646521062
2643,LR/Yolo_Head,0.00014702948101330549
2693,LR/Yolo_Head,0.00014691686374135315
2743,LR/Yolo_Head,0.0001468021800974384
2793,LR/Yolo_Head,0.00014668545918539166
2843,LR/Yolo_Head,0.00014656670100521296
2893,LR/Yolo_Head,0.00014644589100498706
2943,LR/Yolo_Head,0.00014632305828854442
2993,LR/Yolo_Head,0.0001461981883039698
3043,LR/Yolo_Head,0.0001460712810512632
3093,LR/Yolo_Head,0.00014594235108233988
3143,LR/Yolo_Head,0.0001458113983971998
3193,LR/Yolo_Head,0.000145678422995843
3243,LR/Yolo_Head,0.00014554343943018466
3293,LR/Yolo_Head,0.0001454064331483096
3343,LR/Yolo_Head,0.00014526743325404823
3393,LR/Yolo_Head,0.00014512642519548535
3443,LR/Yolo_Head,0.0001449834235245362
3493,LR/Yolo_Head,0.00014483841368928552
3543,LR/Yolo_Head,0.00014469142479356378
3593,LR/Yolo_Head,0.000144542456837371
3643,LR/Yolo_Head,0.00014439149526879191
3693,LR/Yolo_Head,0.00014423855463974178
3743,LR/Yolo_Head,0.00014408363495022058
3793,LR/Yolo_Head,0.0001439267653040588
3843,LR/Yolo_Head,0.00014376791659742594
3893,LR/Yolo_Head,0.00014360710338223726
3943,LR/Yolo_Head,0.0001434443547623232
3993,LR/Yolo_Head,0.00014327964163385332
4043,LR/Yolo_Head,0.00014311297854874283
4093,LR/Yolo_Head,0.00014294438005890697
4143,LR/Yolo_Head,0.00014277384616434574
4193,LR/Yolo_Head,0.00014260137686505914
4243,LR/Yolo_Head,0.0001424269867129624
4293,LR/Yolo_Head,0.0001422506757080555
4343,LR/Yolo_Head,0.00014207244385033846
4393,LR/Yolo_Head,0.0001418923056917265
4443,LR/Yolo_Head,0.00014171026123221964
4493,LR/Yolo_Head,0.00014152631047181785
4543,LR/Yolo_Head,0.00014134046796243638
4593,LR/Yolo_Head,0.00014115273370407522
4643,LR/Yolo_Head,0.00014096310769673437
4693,LR/Yolo_Head,0.0001407716190442443
4743,LR/Yolo_Head,0.00014057823864277452
4793,LR/Yolo_Head,0.00014038299559615552
4843,LR/Yolo_Head,0.0001401858899043873
4886,LR/Yolo_Head,0.00014001490490045398
4936,LR/Yolo_Head,0.00013981435040477663
4986,LR/Yolo_Head,0.00013961194781586528
5036,LR/Yolo_Head,0.00013940771168563515
5086,LR/Yolo_Head,0.00013920162746217102
5136,LR/Yolo_Head,0.00013899372424930334
5186,LR/Yolo_Head,0.00013878400204703212
5236,LR/Yolo_Head,0.00013857246085535735
5286,LR/Yolo_Head,0.00013835910067427903
5336,LR/Yolo_Head,0.0001381439360557124
5386,LR/Yolo_Head,0.00013792698155157268
5436,LR/Yolo_Head,0.00013770823716185987
5486,LR/Yolo_Head,0.00013748770288657397
5536,LR/Yolo_Head,0.00013726537872571498
5586,LR/Yolo_Head,0.00013704129378311336
5636,LR/Yolo_Head,0.00013681543350685388
5686,LR/Yolo_Head,0.000136587827000767
5736,LR/Yolo_Head,0.00013635844516102225
5786,LR/Yolo_Head,0.00013612733164336532
5836,LR/Yolo_Head,0.000135894471895881
5886,LR/Yolo_Head,0.0001356598804704845
5936,LR/Yolo_Head,0.00013542357191909105
5986,LR/Yolo_Head,0.00013518553168978542
6036,LR/Yolo_Head,0.00013494577433448285
6086,LR/Yolo_Head,0.00013470431440509856
6136,LR/Yolo_Head,0.00013446115190163255
6186,LR/Yolo_Head,0.00013421630137600005
6236,LR/Yolo_Head,0.00013396976282820106
6286,LR/Yolo_Head,0.0001337215508101508
6336,LR/Yolo_Head,0.0001334716653218493
6386,LR/Yolo_Head,0.0001332201063632965
6436,LR/Yolo_Head,0.00013296690303832293
6486,LR/Yolo_Head,0.0001327120407950133
6536,LR/Yolo_Head,0.00013245553418528289
6586,LR/Yolo_Head,0.00013219739776104689
6636,LR/Yolo_Head,0.0001319376315223053
6686,LR/Yolo_Head,0.00013167625002097338
6736,LR/Yolo_Head,0.0001314132532570511
6786,LR/Yolo_Head,0.00013114865578245372
6836,LR/Yolo_Head,0.00013088244304526597
6886,LR/Yolo_Head,0.00013061465870123357
6936,LR/Yolo_Head,0.00013034528819844127
6986,LR/Yolo_Head,0.00013007433153688908
7036,LR/Yolo_Head,0.00012980181782040745
7086,LR/Yolo_Head,0.0001295277470489964
7136,LR/Yolo_Head,0.0001292521192226559
7186,LR/Yolo_Head,0.00012897496344521642
7236,LR/Yolo_Head,0.0001286962506128475
7286,LR/Yolo_Head,0.00012841602438129485
7329,LR/Yolo_Head,0.00012817380775231868
7379,LR/Yolo_Head,0.00012789075844921172
7429,LR/Yolo_Head,0.00012760621029883623
7479,LR/Yolo_Head,0.00012732016330119222
7529,LR/Yolo_Head,0.0001270326174562797
7579,LR/Yolo_Head,0.0001267436018679291
7629,LR/Yolo_Head,0.00012645311653614044
7679,LR/Yolo_Head,0.00012616116146091372
7729,LR/Yolo_Head,0.00012586775119416416
7779,LR/Yolo_Head,0.000125572900287807
7829,LR/Yolo_Head,0.00012527662329375744
7879,LR/Yolo_Head,0.00012497890566010028
7929,LR/Yolo_Head,0.00012467976193875074
7979,LR/Yolo_Head,0.00012437920668162405
8029,LR/Yolo_Head,0.00012407725444063544
8079,LR/Yolo_Head,0.0001237739052157849
8129,LR/Yolo_Head,0.00012346917355898768
8179,LR/Yolo_Head,0.00012316305947024375
8229,LR/Yolo_Head,0.00012285557750146836
8279,LR/Yolo_Head,0.00012254674220457673
8329,LR/Yolo_Head,0.00012223655357956886
8379,LR/Yolo_Head,0.00012192501890240237
8429,LR/Yolo_Head,0.00012161215272499248
8479,LR/Yolo_Head,0.00012129796232329682
8529,LR/Yolo_Head,0.0001209824622492306
8579,LR/Yolo_Head,0.00012066565250279382
8629,LR/Yolo_Head,0.00012034754763590172
8679,LR/Yolo_Head,0.00012002815492451191
8729,LR/Yolo_Head,0.000119707481644582
8779,LR/Yolo_Head,0.00011938553507206962
8829,LR/Yolo_Head,0.00011906233703484759
8879,LR/Yolo_Head,0.00011873788753291592
8929,LR/Yolo_Head,0.00011841219384223223
8979,LR/Yolo_Head,0.00011808526323875412
9029,LR/Yolo_Head,0.00011775711755035445
9079,LR/Yolo_Head,0.00011742775677703321
9129,LR/Yolo_Head,0.00011709719547070563
9179,LR/Yolo_Head,0.0001167654336313717
9229,LR/Yolo_Head,0.00011643249308690429
9279,LR/Yolo_Head,0.00011609837383730337
9329,LR/Yolo_Head,0.00011576308315852657
9379,LR/Yolo_Head,0.00011542664287844673
9429,LR/Yolo_Head,0.00011508906027302146
9479,LR/Yolo_Head,0.00011475033534225076
9529,LR/Yolo_Head,0.00011441048263804987
9579,LR/Yolo_Head,0.00011406951671233401
9629,LR/Yolo_Head,0.00011372744484106079
9679,LR/Yolo_Head,0.00011338427430018783
9729,LR/Yolo_Head,0.00011304001236567274
9772,LR/Yolo_Head,0.00011274308781139553
9822,LR/Yolo_Head,0.00011239683226449415
9872,LR/Yolo_Head,0.0001120495144277811
9922,LR/Yolo_Head,0.00011170114885317162
9972,LR/Yolo_Head,0.0001113517428166233
10022,LR/Yolo_Head,0.00011100131087005138
10072,LR/Yolo_Head,0.00011064986028941348
10122,LR/Yolo_Head,0.00011029739835066721
10172,LR/Yolo_Head,0.00010994393232977018
10222,LR/Yolo_Head,0.00010958948405459523
10272,LR/Yolo_Head,0.00010923405352514237
10322,LR/Yolo_Head,0.00010887765529332682
10372,LR/Yolo_Head,0.00010852030391106382
10422,LR/Yolo_Head,0.00010816199937835336
10472,LR/Yolo_Head,0.00010780275624711066
10522,LR/Yolo_Head,0.00010744258906925097
10572,LR/Yolo_Head,0.00010708150512073189
10622,LR/Yolo_Head,0.00010671951167751104
10672,LR/Yolo_Head,0.00010635662329150364
10722,LR/Yolo_Head,0.00010599284723866731
10772,LR/Yolo_Head,0.00010562819807091728
10822,LR/Yolo_Head,0.00010526268306421116
10872,LR/Yolo_Head,0.00010489631677046418
10922,LR/Yolo_Head,0.00010452909918967634
10972,LR/Yolo_Head,0.00010416105214972049
11022,LR/Yolo_Head,0.00010379218292655423
11072,LR/Yolo_Head,0.00010342249879613519
11122,LR/Yolo_Head,0.0001030520215863362
11172,LR/Yolo_Head,0.00010268074402119964
11222,LR/Yolo_Head,0.00010230868792859837
11272,LR/Yolo_Head,0.00010193586058449
11322,LR/Yolo_Head,0.00010156228381674737
11372,LR/Yolo_Head,0.00010118795034941286
11422,LR/Yolo_Head,0.00010081288201035932
11472,LR/Yolo_Head,0.00010043708607554436
11522,LR/Yolo_Head,0.0001000605698209256
11572,LR/Yolo_Head,9.968335507437587e-05
11622,LR/Yolo_Head,9.930544183589518e-05
11672,LR/Yolo_Head,9.892684465739876e-05
11722,LR/Yolo_Head,9.854757809080184e-05
11772,LR/Yolo_Head,9.816764941206202e-05
11822,LR/Yolo_Head,9.778707317309454e-05
11872,LR/Yolo_Head,9.74058493738994e-05
11922,LR/Yolo_Head,9.702399984234944e-05
11972,LR/Yolo_Head,9.664153913035989e-05
12022,LR/Yolo_Head,9.625845996197313e-05
12072,LR/Yolo_Head,9.587479144101962e-05
12122,LR/Yolo_Head,9.549054084345698e-05
12172,LR/Yolo_Head,9.510570816928521e-05
12215,LR/Yolo_Head,9.4774310127832e-05
12265,LR/Yolo_Head,9.438843699172139e-05
12315,LR/Yolo_Head,9.400203271070495e-05
12365,LR/Yolo_Head,9.361509000882506e-05
12415,LR/Yolo_Head,9.322763071395457e-05
12465,LR/Yolo_Head,9.283966210205108e-05
12515,LR/Yolo_Head,9.245119872502983e-05
12565,LR/Yolo_Head,9.206224058289081e-05
12615,LR/Yolo_Head,9.167281677946448e-05
12665,LR/Yolo_Head,9.128292003879324e-05
12715,LR/Yolo_Head,9.089257218874991e-05
12765,LR/Yolo_Head,9.050178778124973e-05
12815,LR/Yolo_Head,9.01105668162927e-05
12865,LR/Yolo_Head,8.971892384579405e-05
12915,LR/Yolo_Head,8.932688069762662e-05
12965,LR/Yolo_Head,8.893443737179041e-05
13015,LR/Yolo_Head,8.854160842020065e-05
13065,LR/Yolo_Head,8.814840111881495e-05
13115,LR/Yolo_Head,8.775483729550615e-05
13165,LR/Yolo_Head,8.736091695027426e-05
13215,LR/Yolo_Head,8.696666191099212e-05
13265,LR/Yolo_Head,8.657207217765972e-05
13315,LR/Yolo_Head,8.61771623021923e-05
13365,LR/Yolo_Head,8.57819541124627e-05
13415,LR/Yolo_Head,8.53864403325133e-05
13465,LR/Yolo_Head,8.499065006617457e-05
13515,LR/Yolo_Head,8.459458331344649e-05
13565,LR/Yolo_Head,8.419826190220192e-05
13615,LR/Yolo_Head,8.380168583244085e-05
13665,LR/Yolo_Head,8.340486965607852e-05
13715,LR/Yolo_Head,8.300782792503014e-05
13765,LR/Yolo_Head,8.261057519121096e-05
13815,LR/Yolo_Head,8.221311145462096e-05
13865,LR/Yolo_Head,8.181545854313299e-05
13915,LR/Yolo_Head,8.141762373270467e-05
13965,LR/Yolo_Head,8.101962157525122e-05
14015,LR/Yolo_Head,8.062145934673026e-05
14065,LR/Yolo_Head,8.022315159905702e-05
14115,LR/Yolo_Head,7.98247056081891e-05
14165,LR/Yolo_Head,7.942613592604175e-05
14215,LR/Yolo_Head,7.902745710453019e-05
14265,LR/Yolo_Head,7.86286691436544e-05
14315,LR/Yolo_Head,7.822979387128726e-05
14365,LR/Yolo_Head,7.783084583934397e-05
14415,LR/Yolo_Head,7.743182504782453e-05
14465,LR/Yolo_Head,7.70327533246018e-05
14515,LR/Yolo_Head,7.663363794563338e-05
14565,LR/Yolo_Head,7.623448618687689e-05
14615,LR/Yolo_Head,7.583531260024756e-05
14658,LR/Yolo_Head,0.00014999999257270247
14708,LR/Yolo_Head,0.00014999555423855782
14758,LR/Yolo_Head,0.00014998254482634366
14808,LR/Yolo_Head,0.00014996099343989044
14858,LR/Yolo_Head,0.00014993088552728295
14908,LR/Yolo_Head,0.00014989222108852118
14958,LR/Yolo_Head,0.0001498450292274356
15008,LR/Yolo_Head,0.00014978929539211094
15058,LR/Yolo_Head,0.00014972501958254725
15108,LR/Yolo_Head,0.00014965223090257496
15158,LR/Yolo_Head,0.00014957092935219407
15208,LR/Yolo_Head,0.0001494811149314046
15258,LR/Yolo_Head,0.00014938280219212174
15308,LR/Yolo_Head,0.00014927600568626076
15358,LR/Yolo_Head,0.00014916073996573687
15408,LR/Yolo_Head,0.0001490370195824653
15458,LR/Yolo_Head,0.00014890484453644603
15508,LR/Yolo_Head,0.00014876424393150955
15558,LR/Yolo_Head,0.00014861523231957108
15608,LR/Yolo_Head,0.00014845782425254583
15658,LR/Yolo_Head,0.00014829203428234905
15708,LR/Yolo_Head,0.00014811789151281118
15758,LR/Yolo_Head,0.00014793541049584746
15808,LR/Yolo_Head,0.00014774460578337312
15858,LR/Yolo_Head,0.00014754549192730337
15908,LR/Yolo_Head,0.00014733812713529915
15958,LR/Yolo_Head,0.0001471224968554452
16008,LR/Yolo_Head,0.00014689864474348724
16058,LR/Yolo_Head,0.0001466665999032557
16108,LR/Yolo_Head,0.00014642637688666582
16158,LR/Yolo_Head,0.00014617801934946328
16208,LR/Yolo_Head,0.0001459215272916481
16258,LR/Yolo_Head,0.00014565695892088115
16308,LR/Yolo_Head,0.0001453843287890777
16358,LR/Yolo_Head,0.00014510368055198342
16408,LR/Yolo_Head,0.00014481502876151353
16458,LR/Yolo_Head,0.00014451843162532896
16508,LR/Yolo_Head,0.00014421390369534492
